Order_Met,Matched,Interest_Corr,Same_Race,P_Age,P_Pref_Attr,P_Pref_Sinc,P_Pref_Intel,P_Pref_Fun,P_Pref_Amb,P_Pref_Shar,P_Attr,P_Sinc,P_Intel,P_Fun,P_Amb,P_Shar,P_Like,Age,Importance_Race,Importance_Religion,date,Go_Out,Pref_Attr,Pref_Sinc,Pref_Intel,Pref_Fun,Pref_Amb,Pref_Shar,Attr,Sinc,Intel,Fun,Amb,Shar,Like,Met,Architecture,Bio.Chem.Phys.,Business.Econ.,Education,Engineering,Film,Fine_Arts,History.Rel.,Journal.Eng.,Language,Law,Math,Medical_Sc.,PoliSci.Intl.,Social.Wrk.,Social_Sc.,Undecided.Stud.,fd_other,Asian.,Black,Hispanic.,White,race_other,obc_fun_night,obc_get_date.,obc_new_ppl,obc_ser_rel.,obc_ther,obc_tosayso.
0.277777778,0,0.62,0,32,30,30,30,5,0,5,2,5,7,4,7,5,3,30,8,9,4,5,20,25,25,15,5,10,5,8,9,8,7,5,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.666666667,0,0.32,0,30,20,25,15,15,15,10,5,8,8,5,8,3,7,30,8,9,4,5,20,25,25,15,5,10,7,9,9,9,7,9,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.944444444,1,0.32,0,22,15,20,20,20,5,20,7,6,6,5,5,5,6,30,8,9,4,5,20,25,25,15,5,10,8,10,9,9,7,8,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.055555556,0,0.38,0,23,15,15,20,15,15,20,3,10,9,5,9,5,4,30,8,9,4,5,20,25,25,15,5,10,6,8,8,8,6,4,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,0,0.54,0,23,15,15,20,15,20,15,4,10,10,6,10,9,7,30,8,9,4,5,20,25,25,15,5,10,7,8,9,9,9,8,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.722222222,0,0.13,0,27,25,15,20,20,20,0,8,9,10,10,9,9,10,30,8,9,4,5,20,25,25,15,5,10,9,8,8,9,8,7,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.777777778,0,0.31,0,23,15,21,18,18,10,18,5,8,8,6,7,4,6,30,8,9,4,5,20,25,25,15,5,10,8,7,7,2,4,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.166666667,0,0.43,1,25,15,3,50,20,2,10,6,7,8,7,7,6,6,30,8,9,4,5,20,25,25,15,5,10,9,7,9,9,9,8,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.5,0,0.54,0,29,10,20,20,20,20,10,6,8,9,4,9,5,6,30,8,9,4,5,20,25,25,15,5,10,9,8,8,7,6,6,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.555555556,1,0.17,0,29,14,20,18,24,18,6,7,7,7,7,7,7,7.5,30,8,9,4,5,20,25,25,15,5,10,8,9,10,10,8,7,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,0,0.15,0,34,10,10,30,20,10,20,1,10,5,6,7,6,2,22,3,2,3,4,40,8,10,12,10,20,7,7,8,8,7,6,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.277777778,0,-0.21,0,22,15,20,20,20,15,10,3,5,6,3,7,2,3,22,3,2,3,4,40,8,10,12,10,20,7,7,6,5,7,6,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.611111111,0,-0.13,0,23,10,25,20,10,20,15,2,9,9,2,9,2,5,22,3,2,3,4,40,8,10,12,10,20,7,7,6,5,7,6,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.555555556,0,0.35,1,26,10,20,15,20,20,15,4,6,6,5,5,5,5,22,3,2,3,4,40,8,10,12,10,20,6,8,8,6,7,6,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.5,0,-0.35,1,27,10,20,20,10,20,20,6,8,7,6,8,6,7,22,3,2,3,4,40,8,10,12,10,20,6,8,7,7,7,6,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.777777778,0,0.04,0,28,10,10,20,20,20,20,3,8,9,2,9,2,4,22,3,2,3,4,40,8,10,12,10,20,8,8,7,7,7,6,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.055555556,0,0.19,0,25,20,20,20,20,10,10,5,10,10,8,8,7,9,22,3,2,3,4,40,8,10,12,10,20,9,8,8,9,7,8,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.388888889,0,0.17,0,35,10,32,20,12,11,15,5,8,8,7,8,6,7,22,3,2,3,4,40,8,10,12,10,20,8,8,8,7,7,6,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.444444444,0,0.17,0,32,30,30,30,5,0,5,3,7,7,2,2,5,4,22,3,2,3,4,40,8,10,12,10,20,8,9,8,7,7,6,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.833333333,0,0.18,0,30,20,25,15,15,15,10,4,7,9,4,8,3,3,22,3,2,3,4,40,8,10,12,10,20,7,7,7,8,7,7,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.111111111,0,-0.13,0,22,15,20,20,20,5,20,6,7,7,5,7,4,6,22,3,2,3,4,40,8,10,12,10,20,9,8,8,9,7,6,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.222222222,0,-0.16,0,23,15,15,20,15,15,20,1,3,4,2,4,1,1,22,3,2,3,4,40,8,10,12,10,20,8,6,6,6,7,6,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.166666667,0,-0.46,0,23,15,15,20,15,20,15,3,10,10,3,10,2,3,22,3,2,3,4,40,8,10,12,10,20,8,8,8,7,7,6,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.888888889,0,0.31,0,27,25,15,20,20,20,0,5,9,8,6,6,6,5,22,3,2,3,4,40,8,10,12,10,20,8,9,9,6,9,2,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.944444444,0,0.08,1,23,15,21,18,18,10,18,4,8,8,4,5,4,4,22,3,2,3,4,40,8,10,12,10,20,6,9,9,6,8,6,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.333333333,0,-0.19,0,25,15,3,50,20,2,10,4,7,8,5,7,4,4,22,3,2,3,4,40,8,10,12,10,20,8,7,7,8,7,6,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.666666667,0,0.16,0,29,10,20,20,20,20,10,6,9,10,8,9,8,7,22,3,2,3,4,40,8,10,12,10,20,9,8,8,7,7,6,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.722222222,0,0.05,0,29,14,20,18,24,18,6,7,6,7,6,7,6,6.5,22,3,2,3,4,40,8,10,12,10,20,9,8,8,8,7,7,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.222222222,0,0.02,1,34,10,10,30,20,10,20,1,7,8,1,7,3,2,32,2,6,3,3,30,10,30,20,10,0,5,7,8,10,6,9,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.5,0,0,1,22,15,20,20,20,15,10,6,7,6,7,4,6,7,32,2,6,3,3,30,10,30,20,10,0,4,5,6,6,6,6,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.833333333,0,0.07,0,23,10,25,20,10,20,15,3,8,8,6,7,8,8,32,2,6,3,3,30,10,30,20,10,0,5,5,6,3,6,5,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.777777778,0,-0.15,0,26,10,20,15,20,20,15,2,2,2,2,2,2,2,32,2,6,3,3,30,10,30,20,10,0,4,4,4,4,6,3,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.722222222,1,0.06,0,27,10,20,20,10,20,20,8,8,8,8,8,9,9,32,2,6,3,3,30,10,30,20,10,0,10,9,8,7,7,10,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,0,0.11,1,28,10,10,20,20,20,20,2,8,10,1,7,1,2,32,2,6,3,3,30,10,30,20,10,0,10,9,7,8,8,9,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.277777778,0,-0.01,0,25,20,20,20,20,10,10,4,10,9,6,8,6,7,32,2,6,3,3,30,10,30,20,10,0,6,5,8,9,8,5,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.611111111,0,-0.18,0,35,10,32,20,12,11,15,5,7,8,6,7,4,6,32,2,6,3,3,30,10,30,20,10,0,10,9,8,8,5,6,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.666666667,0,0.1,0,32,30,30,30,5,0,5,4,5,6,3,7,3,4,32,2,6,3,3,30,10,30,20,10,0,9,8,7,5,5,4,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.055555556,0,-0.08,1,30,20,25,15,15,15,10,5,8,8,6,5,3,5,32,2,6,3,3,30,10,30,20,10,0,5,6,7,2,7,3,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.333333333,0,-0.28,1,22,15,20,20,20,5,20,5,8,6,5,5,4,6,32,2,6,3,3,30,10,30,20,10,0,6,8,8,8,8,5,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.444444444,0,0.42,1,23,15,15,20,15,15,20,2,3,4,5,4,2,1,32,2,6,3,3,30,10,30,20,10,0,8,6,6,7,4,3,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.388888889,0,0.26,1,23,15,15,20,15,20,15,2,10,10,1,10,1,2,32,2,6,3,3,30,10,30,20,10,0,5,5,6,6,7,5,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.111111111,0,-0.35,1,27,25,15,20,20,20,0,6,10,9,6,7,5,5,32,2,6,3,3,30,10,30,20,10,0,3,7,7,1,3,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.166666667,0,0.22,0,23,15,21,18,18,10,18,5,7,6,5,6,5,5,32,2,6,3,3,30,10,30,20,10,0,3,7,7,2,2,2,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.555555556,0,-0.21,0,25,15,3,50,20,2,10,4,6,7,6,5,3,5,32,2,6,3,3,30,10,30,20,10,0,7,7,8,8,10,7,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.888888889,0,0.12,1,29,10,20,20,20,20,10,4,8,9,7,8,6,7,32,2,6,3,3,30,10,30,20,10,0,7,8,8,6,8,7,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.944444444,0,-0.15,1,29,14,20,18,24,18,6,6,7,7,6,7,6,6.5,32,2,6,3,3,30,10,30,20,10,0,7,7,7,6,6,5,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.055555556,0,-0.05,1,34,10,10,30,20,10,20,6,7,5,6,10,6,2,26,8,9,3,6,40,5,20,10,10,15,6,8,9,7,7,7,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.333333333,0,0.15,1,22,15,20,20,20,15,10,9,7,7,10,8,7,8,26,8,9,3,6,40,5,20,10,10,15,6,7,7,7,7,5,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.666666667,0,0.21,0,23,10,25,20,10,20,15,5,9,9,6,7,6,7,26,8,9,3,6,40,5,20,10,10,15,6,7,6,6,6,6,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.611111111,0,-0.18,0,26,10,20,15,20,20,15,5,5,5,5,5,5,5,26,8,9,3,6,40,5,20,10,10,15,5,7,8,6,7,6,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.555555556,0,0.38,0,27,10,20,20,10,20,20,7,8,8,8,8,8,7,26,8,9,3,6,40,5,20,10,10,15,7,8,8,6,7,6,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.833333333,0,0.2,1,28,10,10,20,20,20,20,4,9,8,6,7,6,7,26,8,9,3,6,40,5,20,10,10,15,8,8,8,8,8,8,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.111111111,0,0.06,0,25,20,20,20,20,10,10,6,8,8,8,9,7,7,26,8,9,3,6,40,5,20,10,10,15,6,7,6,6,6,3,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.444444444,0,0,0,35,10,32,20,12,11,15,7,8,8,8,8,8,7,26,8,9,3,6,40,5,20,10,10,15,8,8,8,8,8,8,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.5,0,0.1,0,32,30,30,30,5,0,5,5,5,5,5,5,5,4,26,8,9,3,6,40,5,20,10,10,15,7,7,9,8,8,7,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.888888889,0,0.12,1,30,20,25,15,15,15,10,8,7,7,6,6,3,6,26,8,9,3,6,40,5,20,10,10,15,6,7,8,8,7,7,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.166666667,0,0.13,1,22,15,20,20,20,5,20,7,6,6,5,5,3,5,26,8,9,3,6,40,5,20,10,10,15,6,7,7,7,7,6,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.277777778,0,0.62,1,23,15,15,20,15,15,20,3,5,6,4,7,1,2,26,8,9,3,6,40,5,20,10,10,15,8,7,7,7,7,8,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.222222222,0,0.34,1,23,15,15,20,15,20,15,6,7,7,6,10,3,4,26,8,9,3,6,40,5,20,10,10,15,7,6,7,6,7,6,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.944444444,0,-0.19,1,27,25,15,20,20,20,0,8,9,8,7,8,5,8,26,8,9,3,6,40,5,20,10,10,15,8,7,8,7,8,5,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,0,-0.05,0,23,15,21,18,18,10,18,4,8,5,6,4,4,4,26,8,9,3,6,40,5,20,10,10,15,6,7,8,5,5,5,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.388888889,1,0.12,0,25,15,3,50,20,2,10,7,7,8,7,7,6,7,26,8,9,3,6,40,5,20,10,10,15,8,8,8,8,8,8,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.722222222,0,0.2,1,29,10,20,20,20,20,10,8,7,8,5,8,5,5,26,8,9,3,6,40,5,20,10,10,15,6,6,6,6,6,6,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.777777778,0,-0.06,1,29,14,20,18,24,18,6,7,7,7,7,7,7,7,26,8,9,3,6,40,5,20,10,10,15,6,7,7,8,7,6,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.555555556,0,0.19,1,34,10,10,30,20,10,20,2,3,5,5,7,6,2,27,6,8,2,4,20,15,25,15,20,5,6,8,7,6,6,5,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.833333333,0,0.63,1,22,15,20,20,20,15,10,6,6,5,5,5,6,4,27,6,8,2,4,20,15,25,15,20,5,6,6,6,6,6,7,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.166666667,0,0.59,0,23,10,25,20,10,20,15,9,5,9,9,9,5,7,27,6,8,2,4,20,15,25,15,20,5,6,8,6,6,4,4,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.111111111,1,0.42,0,26,10,20,15,20,20,15,6,6,7,8,6,7,7,27,6,8,2,4,20,15,25,15,20,5,6,8,7,7,7,4,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.055555556,0,-0.12,0,27,10,20,20,10,20,20,8,8,8,6,8,7,7,27,6,8,2,4,20,15,25,15,20,5,6,9,8,6,7,4,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.333333333,1,0.53,1,28,10,10,20,20,20,20,6,8,8,8,4,7,8,27,6,8,2,4,20,15,25,15,20,5,8,6,7,7,7,6,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.611111111,0,0.52,0,25,20,20,20,20,10,10,8,9,9,7,8,7,8,27,6,8,2,4,20,15,25,15,20,5,7,8,7,8,6,5,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.944444444,0,0.51,0,35,10,32,20,12,11,15,7,8,8,6,6,6,3,27,6,8,2,4,20,15,25,15,20,5,7,6,6,7,7,5,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,0,0.68,0,32,30,30,30,5,0,5,6,2,5,5,5,2,4,27,6,8,2,4,20,15,25,15,20,5,6,6,6,6,6,5,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.388888889,0,0.56,1,30,20,25,15,15,15,10,7,7,8,7,9,5,7,27,6,8,2,4,20,15,25,15,20,5,6,8,6,6,5,5,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.666666667,1,0.14,1,22,15,20,20,20,5,20,9,8,7,8,5,7,8,27,6,8,2,4,20,15,25,15,20,5,7,7,7,8,7,6,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.777777778,0,0.59,1,23,15,15,20,15,15,20,2,3,4,5,5,2,2,27,6,8,2,4,20,15,25,15,20,5,7,6,6,6,6,5,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.722222222,0,0.08,1,23,15,15,20,15,20,15,6,9,10,5,8,3,6,27,6,8,2,4,20,15,25,15,20,5,6,6,6,6,6,5,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.444444444,1,0.56,1,27,25,15,20,20,20,0,9,9,9,8,8,7,9,27,6,8,2,4,20,15,25,15,20,5,7,7,7,6,7,6,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.5,0,0.05,0,23,15,21,18,18,10,18,10,10,10,10,10,7,8,27,6,8,2,4,20,15,25,15,20,5,10,10,10,10,10,10,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.888888889,0,0.33,0,25,15,3,50,20,2,10,7,7,7,7,7,6,7,27,6,8,2,4,20,15,25,15,20,5,8,7,7,6,8,6,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.222222222,0,0.8,1,29,10,20,20,20,20,10,8,8,8,7,8,7,6,27,6,8,2,4,20,15,25,15,20,5,9,8,6,6,6,6,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.277777778,1,0.45,1,29,14,20,18,24,18,6,8,8,7,8,8,8,8,27,6,8,2,4,20,15,25,15,20,5,7,8,6,8,6,6,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.722222222,1,0.02,0,34,10,10,30,20,10,20,5,7,8,8,7,6,5,25,1,1,0,6,30,15,20,20,0,5,7,7,8,9,8,7,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1,1,-0.28,0,22,15,20,20,20,15,10,7,7,8,10,9,8,9,25,1,1,0,6,30,15,20,20,0,5,8,7,8,8,7,7,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.333333333,0,-0.2,0,23,10,25,20,10,20,15,7,9,9,7,9,7,7,25,1,1,0,6,30,15,20,20,0,5,5,8,8,6,4,6,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.277777778,0,0.03,0,26,10,20,15,20,20,15,6,6,6,6,6,6,6,25,1,1,0,6,30,15,20,20,0,5,5,9,8,9,5,6,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.222222222,1,0.31,0,27,10,20,20,10,20,20,8,8,9,9,8,8,9,25,1,1,0,6,30,15,20,20,0,5,6,9,9,6,5,7,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.5,0,-0.02,0,28,10,10,20,20,20,20,9,9,9,8,2,7,7,25,1,1,0,6,30,15,20,20,0,5,8,7,9,8,10,5,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.777777778,1,-0.08,0,25,20,20,20,20,10,10,7,9,9,10,9,8,9,25,1,1,0,6,30,15,20,20,0,5,8,7,7,6,7,6,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.111111111,0,0.09,0,35,10,32,20,12,11,15,5,10,8,8,8,8,4,25,1,1,0,6,30,15,20,20,0,5,8,9,8,7,5,8,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.166666667,1,0.17,0,32,30,30,30,5,0,5,5,5,7,8,7,5,7,25,1,1,0,6,30,15,20,20,0,5,7,9,9,8,7,9,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.555555556,0,-0.14,0,30,20,25,15,15,15,10,8,8,8,6,6,2,6,25,1,1,0,6,30,15,20,20,0,5,7,7,8,7,6,7,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.833333333,1,-0.06,0,22,15,20,20,20,5,20,7,8,8,8,8,6,7,25,1,1,0,6,30,15,20,20,0,5,8,8,8,8,7,6,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.944444444,0,0.27,0,23,15,15,20,15,15,20,1,6,7,7,9,4,2,25,1,1,0,6,30,15,20,20,0,5,8,7,7,6,7,5,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.888888889,0,0.15,0,23,15,15,20,15,20,15,6,9,10,10,10,8,8,25,1,1,0,6,30,15,20,20,0,5,7,8,8,8,7,7,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.611111111,0,-0.22,0,27,25,15,20,20,20,0,6,9,9,7,7,5,5,25,1,1,0,6,30,15,20,20,0,5,7,8,9,6,8,5,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.666666667,0,0.28,0,23,15,21,18,18,10,18,5,7,6,7,7,6,5,25,1,1,0,6,30,15,20,20,0,5,6,7,7,5,6,5,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.388888889,1,0.03,0,29,10,20,20,20,20,10,7,8,9,9,8,8,7,25,1,1,0,6,30,15,20,20,0,5,8,7,8,7,6,6,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
